Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population, female",SP.POP.TOTL.FE.IN,Kyrgyz Republic,KGZ,2512284,2535213,2557844,2584242,2614934,2643705,2671501,2696138,2720818,2752856,2784718,2817552,2863524,2919343,2976832,3036877,3097615,3156721,3218986,3286075,3348689,3447311,3550345,3614913
"Population, female",SP.POP.TOTL.FE.IN,Lao PDR,LAO,2704952,2749003,2792055,2833564,2873441,2915416,2960629,3006220,3051630,3096726,3141557,3186018,3230068,3273809,3317084,3364007,3415910,3469110,3522442,3575847,3629574,3682483,3734796,3787131
"Population, female",SP.POP.TOTL.FE.IN,Latvia,LVA,1286989,1271110,1257073,1245312,1231924,1219037,1208273,1198558,1185974,1166323,1141877,1120785,1106189,1093236,1081749,1071516,1060135,1049155,1039395,1030582,1021768,1011596,1007636,1008051
"Population, female",SP.POP.TOTL.FE.IN,Lebanon,LBN,2182925,2216621,2244887,2273541,2308160,2341982,2380573,2425840,2464793,2496213,2517928,2541771,2607796,2858601,3157007,3225226,3167365,3105403,3039172,2967783,2914639,2879140,2827383,2758977
"Population, female",SP.POP.TOTL.FE.IN,Lesotho,LSO,1021176,1021628,1020608,1018296,1014422,1010444,1010320,1013106,1018115,1024847,1030995,1037702,1045364,1054158,1064118,1075264,1087578,1100655,1114109,1127746,1141915,1155756,1168329,1181093
"Population, female",SP.POP.TOTL.FE.IN,Liberia,LBR,1470314,1513734,1553226,1565364,1583860,1655945,1750726,1839348,1914531,1974485,2031229,2111010,2185460,2232393,2277509,2323065,2369046,2413339,2458807,2505847,2556131,2608243,2661979,2718890
"Population, female",SP.POP.TOTL.FE.IN,Libya,LBY,2441925,2518416,2599295,2684383,2773433,2865160,2940457,3000597,3063814,3127657,3191977,3039860,2881548,2939742,2997221,3046854,3094517,3143706,3193468,3240076,3283983,3325769,3365279,3404637
"Population, female",SP.POP.TOTL.FE.IN,Liechtenstein,LIE,16768,16951,17110,17257,17399,17552,17693,17814,17927,18047,18162,18288,18439,18585,18719,18834,18947,19073,19220,19381,19534,19686,19825,19942
"Population, female",SP.POP.TOTL.FE.IN,Lithuania,LTU,1873378,1860532,1848248,1835671,1817338,1790135,1763904,1745156,1728715,1709854,1673851,1635330,1611883,1593602,1577567,1560016,1537363,1512826,1495079,1487938,1485577,1486443,1501661,1522617
"Population, female",SP.POP.TOTL.FE.IN,Luxembourg,LUX,221082,223861,226149,228646,231519,234862,238501,242111,246266,250499,254780,260020,265765,271532,277710,283954,289781,296716,302297,308156,313207,317924,324394,332084
"Population, female",SP.POP.TOTL.FE.IN,"Macao SAR, China",MAC,224355,228346,233941,240653,247425,254246,261164,268205,275313,282541,289940,297195,303856,310177,316594,323145,329873,336822,343986,351296,358628,364321,368988,374241
"Population, female",SP.POP.TOTL.FE.IN,Madagascar,MDG,8068707,8313779,8563371,8818285,9080850,9351211,9629821,9917175,10211594,10513195,10820101,11128890,11438460,11750494,12065787,12383941,12710056,13044649,13384012,13728596,14076752,14424717,14775496,15135032
"Population, female",SP.POP.TOTL.FE.IN,Malawi,MWI,5764787,5911060,6065205,6228350,6401576,6585398,6778224,6976891,7178959,7384918,7595842,7811265,8030996,8255436,8485579,8719776,8956544,9197987,9445207,9698995,9958303,10218942,10480456,10747253
"Population, female",SP.POP.TOTL.FE.IN,Malaysia,MYS,11313791,11581251,11850120,12118281,12385554,12651740,12916424,13179771,13437576,13686532,13925419,14163015,14405218,14646296,14885695,15120922,15354558,15584594,15801948,16009996,16213821,16407343,16596389,16788267
"Population, female",SP.POP.TOTL.FE.IN,Maldives,MDV,136593,138959,141382,143768,146120,148456,150904,153543,156341,159298,162405,165635,168923,172215,177596,185089,192534,199814,206793,212884,217316,220721,222471,222431
"Population, female",SP.POP.TOTL.FE.IN,Mali,MLI,5568260,5736653,5917677,6109536,6311824,6523607,6742621,6968725,7201073,7438969,7684411,7936902,8171646,8413823,8685277,8963345,9254197,9556879,9865821,10179843,10505701,10844239,11186771,11534926
"Population, female",SP.POP.TOTL.FE.IN,Malta,MLT,196289,197793,199287,200646,202059,203432,204278,205066,206399,207859,208618,209074,210374,212608,216022,220217,224158,229157,236050,244207,248434,248831,254244,264733
"Population, female",SP.POP.TOTL.FE.IN,Marshall Islands,MHL,26410,26508,26552,26555,26534,26494,26439,26360,26261,26162,26061,25828,25456,25045,24596,24111,23591,23040,22460,21855,21224,20567,20346,20571
"Population, female",SP.POP.TOTL.FE.IN,Mauritania,MRT,1345099,1379893,1412682,1446195,1480531,1516097,1553092,1591630,1635897,1686890,1741544,1799948,1861624,1917938,1968143,2019734,2072630,2126733,2182110,2238719,2296186,2354385,2414911,2478273
"Population, female",SP.POP.TOTL.FE.IN,Mauritius,MUS,593992,599151,603608,608280,612399,616351,619575,622800,625503,627622,629536,630904,632967,634809,636293,637471,638253,639185,639874,640430,640852,641465,639989,639687
"Population, female",SP.POP.TOTL.FE.IN,Mexico,MEX,49973382,50758748,51530724,52296746,53064573,53823103,54557092,55278659,55985191,56685733,57445993,58268408,59081795,59862821,60610526,61325120,62029592,62712641,63328698,63898082,64410851,64849001,65309171,65814200
"Population, female",SP.POP.TOTL.FE.IN,"Micronesia, Fed. Sts.",FSM,55399,55503,55496,55384,55191,54944,54645,54279,53877,53474,53341,53489,53664,53855,54067,54295,54538,54800,55063,55307,55694,56233,56777,57334
"Population, female",SP.POP.TOTL.FE.IN,Moldova,MDA,1539705,1536007,1532293,1527848,1524275,1520473,1515526,1511249,1507520,1504835,1502700,1501362,1500883,1500292,1499077,1487320,1469996,1444805,1419884,1397819,1383296,1363630,1330111,1300763
"Population, female",SP.POP.TOTL.FE.IN,Monaco,MCO,16674,16652,16617,16576,16532,16479,16407,16305,16320,16589,16971,17341,17703,18055,18393,18718,18884,18886,18887,18890,18827,18704,18596,18515
"Population, female",SP.POP.TOTL.FE.IN,Mongolia,MNG,1234617,1244391,1254668,1265190,1275713,1286180,1296962,1308854,1322575,1338545,1356147,1377389,1402736,1430076,1459613,1491107,1523921,1557431,1591658,1626335,1658241,1686321,1712979,1738709
"Population, female",SP.POP.TOTL.FE.IN,Montenegro,MNE,311220,312711,314222,315676,316162,316347,316447,316585,316886,317338,317741,318002,318151,318335,318620,318773,318810,318854,318787,318725,318464,317538,316670,316201
"Population, female",SP.POP.TOTL.FE.IN,Morocco,MAR,14275254,14456567,14636269,14810456,14994480,15191659,15385576,15577682,15770522,15965384,16167193,16378020,16594445,16812735,17027786,17235856,17442227,17646668,17840191,18022621,18213816,18410922,18605603,18802069
"Population, female",SP.POP.TOTL.FE.IN,Mozambique,MOZ,9112588,9348513,9594055,9847572,10107859,10372470,10641439,10919618,11209337,11513202,11837502,12182882,12545887,12925693,13315954,13714918,14135272,14567003,14996993,15433808,15884940,16339849,16793302,17262682
"Population, female",SP.POP.TOTL.FE.IN,Myanmar,MMR,22770251,23015840,23255648,23484720,23698591,23897578,24084184,24266155,24402770,24541072,24732646,24939195,25156858,25377710,25595912,25808518,26019857,26225112,26421724,26616900,26817022,27015414,27216740,27425029
"Population, female",SP.POP.TOTL.FE.IN,Namibia,NAM,938437,957602,973840,987380,999590,1011646,1023939,1037023,1051301,1066814,1083287,1100620,1119086,1138564,1158729,1179466,1200715,1222272,1243822,1265266,1287438,1308985,1328449,1347919
"Population, female",SP.POP.TOTL.FE.IN,Nauru,NRU,5023,5013,5011,5016,5019,5020,5022,5019,5016,5016,5020,5035,5111,5237,5360,5479,5604,5729,5849,5955,6050,6151,6233,6293
"Population, female",SP.POP.TOTL.FE.IN,Nepal,NPL,12161850,12380071,12593963,12802557,13001504,13186397,13353440,13505086,13645445,13776271,13901487,14016343,14118638,14216663,14323121,14447479,14601718,14777629,14952540,15128288,15368183,15664025,15901334,16084227
"Population, female",SP.POP.TOTL.FE.IN,Netherlands,NLD,8047967,8107759,8158484,8196208,8224500,8243829,8256980,8274968,8306815,8348729,8390687,8427926,8456472,8478636,8506166,8540483,8582315,8629295,8676043,8729744,8776125,8820968,8903166,8989550
"Population, female",SP.POP.TOTL.FE.IN,New Caledonia,NCL,105093,107302,109544,111599,113456,115116,116661,118301,119942,121484,123442,125859,128304,130750,133089,134000,134622,135158,135581,135859,135971,135794,135332,134753
"Population, female",SP.POP.TOTL.FE.IN,New Zealand,NZL,1963891,1976957,2011935,2052127,2083673,2108780,2136095,2157193,2176078,2198070,2222924,2240361,2252797,2268940,2304264,2348652,2399067,2446947,2486439,2517499,2567944,2578073,2580631,2633658
"Population, female",SP.POP.TOTL.FE.IN,Nicaragua,NIC,2594751,2630858,2665376,2698853,2731919,2767177,2805314,2844711,2885445,2927499,2970655,3014669,3059293,3104267,3149486,3194985,3240784,3286867,3333171,3379591,3426548,3474910,3524605,3574321
"Population, female",SP.POP.TOTL.FE.IN,Niger,NER,5768657,5967421,6174051,6389847,6616601,6854818,7103832,7364222,7636788,7921750,8219898,8530903,8859465,9201607,9553826,9925014,10315083,10716126,11128131,11553632,11991269,12443587,12914594,13405554
"Population, female",SP.POP.TOTL.FE.IN,Nigeria,NGA,61103614,62731941,64424240,66172940,67971753,69820038,71718561,73673124,75683500,77749737,79886397,82099103,84362132,86645192,88929439,91192351,93474951,95832952,98222504,100623652,103084231,105574310,108093075,110671742
"Population, female",SP.POP.TOTL.FE.IN,North Macedonia,MKD,1006416,1013819,1008305,1009972,1007002,1001883,996698,991324,985838,979717,973730,969518,965916,962555,960192,957806,954928,951258,946584,940306,930393,921149,918720,909019
"Population, female",SP.POP.TOTL.FE.IN,Northern Mariana Islands,MNP,42127,41471,39980,38389,36719,34982,33200,31397,29582,27779,25980,25000,24835,24646,24430,24189,23933,23669,23401,23127,22956,22884,22916,23049
"Population, female",SP.POP.TOTL.FE.IN,Norway,NOR,2266735,2277129,2289135,2302268,2315347,2330273,2346806,2366424,2390855,2417843,2445466,2473240,2501197,2528233,2554202,2577286,2598214,2618212,2635181,2652054,2666540,2680087,2703524,2733825
"Population, female",SP.POP.TOTL.FE.IN,Oman,OMN,1000486,1018552,1035964,1052555,1067698,1081633,1095207,1108636,1122237,1136436,1173012,1233305,1295419,1357118,1417894,1477375,1531734,1580938,1629789,1678067,1722614,1758703,1790804,1825394
"Population, female",SP.POP.TOTL.FE.IN,Pakistan,PAK,74623871,77005059,78984415,80749416,82599094,84430090,86259841,88180519,90186327,92290019,94467014,96555715,98373877,99958919,101436628,102985590,104630327,106376569,108293156,110278237,112381099,114586264,116863982,119229040
"Population, female",SP.POP.TOTL.FE.IN,Palau,PLW,8959,9024,9066,9113,9164,9165,9095,9008,8912,8813,8710,8602,8496,8416,8353,8339,8384,8427,8476,8537,8595,8643,8679,8698
"Population, female",SP.POP.TOTL.FE.IN,Panama,PAN,1493614,1523390,1553486,1583902,1614867,1646282,1677823,1709605,1741781,1774222,1806799,1839763,1873251,1906929,1940824,1975219,2010059,2045156,2080041,2114030,2145526,2174744,2204170,2234515
"Population, female",SP.POP.TOTL.FE.IN,Papua New Guinea,PNG,2631423,2724370,2818074,2913907,3011670,3111127,3212224,3314819,3419577,3526604,3635383,3744221,3852159,3960092,4068046,4176197,4284284,4391815,4498858,4605722,4710175,4811553,4910305,5006583
"Population, female",SP.POP.TOTL.FE.IN,Paraguay,PRY,2534814,2578849,2616730,2650831,2683305,2714511,2744307,2772888,2801155,2830572,2864220,2902421,2942591,2984194,3027162,3071251,3116116,3161074,3205602,3249592,3294711,3338534,3378612,3420122
"Population, female",SP.POP.TOTL.FE.IN,Peru,PER,13364073,13542313,13698746,13838734,13968835,14089681,14200318,14303686,14418159,14548239,14684090,14829974,14984154,15143939,15312249,15496198,15704688,15939422,16242003,16556679,16805323,17020361,17192503,17347601
"Population, female",SP.POP.TOTL.FE.IN,Philippines,PHL,38563851,39376849,40184410,40992524,41805071,42611126,43410285,44228376,45083466,45954012,46804421,47631255,48444531,49244938,50025302,50842060,51723461,52616948,53496816,54369671,55243033,56062865,56879731,57743514
"Population, female",SP.POP.TOTL.FE.IN,Poland,POL,19684019,19662876,19660224,19653302,19648406,19647126,19644068,19644001,19654617,19671857,19617883,19631168,19634196,19624797,19611835,19600554,19594548,19598693,19599212,19595179,19564918,19493868,18995573,18909456
"Population, female",SP.POP.TOTL.FE.IN,Portugal,PRT,5327445,5362775,5394794,5420513,5437846,5451866,5465459,5480404,5494333,5506976,5516395,5516002,5502221,5480877,5460676,5445951,5433909,5425635,5424120,5430271,5437732,5473258,5498027,5557489
"Population, female",SP.POP.TOTL.FE.IN,Puerto Rico,PRI,1975948,1980886,1984185,1986207,1987441,1985473,1978032,1967465,1956993,1947415,1938768,1917778,1896060,1875894,1847092,1816703,1783979,1743631,1676985,1679953,1728988,1721560,1701206,1695462
"Population, female",SP.POP.TOTL.FE.IN,Qatar,QAT,212122,222035,232662,243737,255237,269332,287464,310533,340380,376711,415537,453291,490463,528201,562633,597391,639636,680215,712137,751299,754994,734561,740889,751956
"Population, female",SP.POP.TOTL.FE.IN,Romania,ROU,11571276,11420812,11218841,11136920,11070152,10998038,10929699,10767349,10589029,10502500,10442125,10391699,10345857,10308025,10269735,10220714,10160603,10102021,10044758,9994608,9944933,9876919,9833682,9833726
"Population, female",SP.POP.TOTL.FE.IN,Russian Federation,RUS,78132050,77868557,77591468,77339545,77146216,76976788,76829928,76754261,76745227,76775747,76796366,76854396,77004045,77186118,77377883,77565067,77738907,77858777,77886300,77890416,77774863,77519443,77249735,77025630
"Population, female",SP.POP.TOTL.FE.IN,Rwanda,RWA,4205706,4274117,4357653,4457573,4567035,4682280,4802717,4928236,5056940,5187356,5319801,5453874,5584599,5712630,5843900,5979182,6121445,6269800,6418989,6568936,6723217,6879649,7035658,7193422
"Population, female",SP.POP.TOTL.FE.IN,Samoa,WSM,88287,89110,89754,90285,90732,91135,91624,92269,93008,93778,94597,95507,96459,97429,98400,99370,100415,101510,102603,103759,105296,107213,109007,110622
"Population, female",SP.POP.TOTL.FE.IN,San Marino,SMR,13702,13957,14283,14603,14847,15049,15264,15473,15648,15838,16137,16665,17037,17098,17148,17242,17381,17492,17530,17527,17444,17326,17281,17261
"Population, female",SP.POP.TOTL.FE.IN,Sao Tome and Principe,STP,72094,73356,75135,77081,79040,81031,83058,85124,87204,89268,91281,93216,95131,97038,98903,100713,102465,104172,105837,107476,109528,111802,113972,116254
"Population, female",SP.POP.TOTL.FE.IN,Saudi Arabia,SAU,9230142,9462097,9695331,9929220,10172103,10497404,10901784,11316699,11737168,12159682,12546820,12874436,13177067,13473465,13761419,13975740,14124969,14364501,14682638,14991273,15110254,15184150,15429586,15700888
"Population, female",SP.POP.TOTL.FE.IN,Senegal,SEN,4917618,5038914,5164280,5294846,5430752,5572083,5720487,5874678,6033364,6198778,6370907,6548585,6731566,6918883,7111154,7307890,7508739,7714564,7925155,8140163,8359194,8579664,8800406,9025674
"Population, female",SP.POP.TOTL.FE.IN,Serbia,SRB,3887892,3883138,3881249,3873864,3865190,3854522,3840939,3827397,3813031,3799644,3786331,3758250,3741536,3724821,3708638,3691286,3672802,3653751,3633970,3614847,3591804,3558849,3470118,3445036
"Population, female",SP.POP.TOTL.FE.IN,Seychelles,SYC,40339,40294,41486,40933,40663,40744,41489,41587,42403,42438,43487,42194,42453,43102,43671,44575,45099,45576,45934,46256,46598,46958,56766,56834
"Population, female",SP.POP.TOTL.FE.IN,Sierra Leone,SLE,2308186,2444289,2585175,2689447,2779282,2852644,2914008,2976883,3051126,3134095,3221070,3307516,3394265,3481154,3567901,3653843,3742430,3833302,3924338,4016374,4109203,4201801,4293526,4385407
"Population, female",SP.POP.TOTL.FE.IN,Singapore,SGP,1969770,2027180,2051990,2028098,2059943,2109638,2166064,2242360,2349440,2406590,2438290,2484222,2543402,2582486,2613879,2643311,2677036,2679065,2691403,2722116,2712947,2601057,2689047,2825143
"Population, female",SP.POP.TOTL.FE.IN,Sint Maarten (Dutch part),SXM,15617,15692,15814,16209,16777,17097,17373,17620,17758,17964,17929,17629,17437,17555,17951,18393,18376,18191,18325,18570,18817,18920,18999,19157
"Population, female",SP.POP.TOTL.FE.IN,Slovak Republic,SVK,2770637,2766118,2764954,2763015,2762058,2761778,2761440,2761765,2763650,2766484,2768035,2770582,2774136,2776247,2778259,2779841,2782101,2785261,2788054,2790976,2793108,2787545,2777654,2773537
"Population, female",SP.POP.TOTL.FE.IN,Slovenia,SVN,1021311,1022211,1022497,1021709,1020858,1020982,1022532,1026612,1026544,1033990,1036572,1037546,1039195,1040114,1040642,1039891,1038201,1036459,1037800,1042591,1047063,1048601,1050321,1054325
"Population, female",SP.POP.TOTL.FE.IN,Solomon Islands,SLB,207810,213076,218316,223600,228933,234329,239841,245462,251172,257098,263369,270007,276985,284224,291650,299207,306834,314498,322200,329962,337950,346168,354373,362553
"Population, female",SP.POP.TOTL.FE.IN,Somalia,SOM,4362674,4535518,4703881,4875714,5053614,5226944,5384226,5549417,5711552,5852726,6000046,6094496,6205382,6410507,6637951,6864502,7128282,7413310,7685953,7969926,8246544,8509953,8775069,9046859
"Population, female",SP.POP.TOTL.FE.IN,South Africa,ZAF,24591889,24781908,24979734,25178665,25379489,25583854,25795511,26023987,26287724,26570865,26857414,27164417,27493643,27837495,28228865,28721087,29004108,29175940,29517286,29879107,30221143,30497646,30725879,30962518
"Population, female",SP.POP.TOTL.FE.IN,South Sudan,SSD,3148479,3286776,3430780,3581690,3741461,3911543,4092201,4283691,4484211,4684472,4924626,5186770,5414203,5614589,5667728,5658104,5593169,5388641,5256106,5280526,5358155,5427688,5508626,5594895
"Population, female",SP.POP.TOTL.FE.IN,Spain,ESP,20696897,20839665,21116299,21467183,21804175,22136732,22487488,22879460,23224481,23435819,23562691,23668076,23713604,23671269,23627558,23626850,23662382,23734338,23851736,24030201,24152012,24178936,24361595,24662475
"Population, female",SP.POP.TOTL.FE.IN,Sri Lanka,LKA,9430039,9519579,9637824,9756948,9872701,9985722,10106367,10234445,10363512,10489088,10608780,10728540,10824621,10893806,10958989,11017785,11071811,11121609,11212976,11288193,11354528,11481595,11498234,11428453
